Player Id,Year,Rushing Yards pts sum,Rushing Yards pts mean,Receiving Yards pts sum,Receiving Yards pts mean,Rushing TDs pts sum,Rushing TDs pts mean,Receiving TDs pts sum,Receiving TDs pts mean,Receptions pts sum,Receptions pts mean,Rushing Bonus pts sum,Rushing Bonus pts mean,Receiving Bonus pts sum,Receiving Bonus pts mean,Total pts sum,Total pts mean,Total pts active sum,Total pts started sum,Games Played sum,Games Played mean,Games Started sum,Percentage Started Games,Avg pts per Games Played,Avg pts per Games Started,Percentage Played Games,Sum Fantasy Rank,Avg Fantasy Rank,Avg pts Played Rank,Avg pts Started Rank
tommybohanon/2540225,2014,0.30000000000000004,0.30000000000000004,3.0,3.0,0.0,0.0,0.0,0.0,0.8,0.8,0,0.0,0,0.0,4.1,1.025,4.1,0.0,4,1.0,2,0.5,1.025,0.0,0.25,52.0,45.5,48.0,40.5
tommybohanon/2540225,2013,6.2,1.24,6.8999999999999995,0.7666666666666666,0.0,0.0,0.0,0.0,4.400000000000001,0.48888888888888904,0,0.0,0,0.0,17.5,1.09375,17.5,5.8,16,1.0,8,0.5,1.09375,0.725,1.0,25.0,25.0,27.0,24.0
brandonbolden/2532797,2017,6.700000000000001,2.233333333333334,0.7000000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.4,0.4,0,0.0,0,0.0,7.800000000000001,0.48750000000000004,7.800000000000001,0.0,16,1.0,0,0.0,0.48750000000000004,,1.0,112.0,116.0,119.0,
brandonbolden/2532797,2016,0.4,0.4,1.5,0.75,0.0,0.0,0.0,0.0,0.8,0.4,0,0.0,0,0.0,2.6999999999999997,0.16874999999999998,2.6999999999999997,0.0,14,0.875,0,0.0,0.19285714285714284,,0.875,101.0,106.0,105.0,
brandonbolden/2532797,2015,20.700000000000003,1.881818181818182,18.0,1.8,0.0,0.0,12.0,1.2,7.6,0.76,0,0.0,0,0.0,58.300000000000004,3.6437500000000003,58.300000000000004,14.2,15,0.9375,2,0.125,3.886666666666667,7.1,0.9375,43.0,47.0,49.0,34.0
brandonbolden/2532797,2014,8.9,1.1125,0.8,0.26666666666666666,6.0,0.75,0.0,0.0,0.8,0.26666666666666666,0,0.0,0,0.0,16.5,1.03125,16.5,9.2,16,1.0,2,0.125,1.03125,4.6,1.0,41.0,44.0,47.0,28.0
brandonbolden/2532797,2013,27.100000000000005,2.7100000000000004,15.2,1.6888888888888889,18.0,1.8,0.0,0.0,8.400000000000002,0.9333333333333336,0,0.0,0,0.0,68.70000000000002,4.293750000000001,68.70000000000002,22.700000000000003,12,0.75,2,0.125,5.725000000000001,11.350000000000001,0.75,16.0,17.0,17.0,10.0
brandonbolden/2532797,2012,27.400000000000006,3.4250000000000007,1.1,0.55,12.0,1.5,0.0,0.0,0.8,0.4,2,0.16666666666666666,0,0.0,43.3,3.608333333333333,43.3,0.0,10,0.8333333333333334,0,0.0,4.33,,0.625,14.0,14.0,14.0,
devontaebooker/2555223,2017,29.900000000000002,2.3000000000000003,27.5,2.2916666666666665,6.0,0.46153846153846156,0.0,0.0,12.000000000000002,1.0000000000000002,0,0.0,0,0.0,75.4,4.7125,75.4,0.0,13,0.8125,0,0.0,5.800000000000001,,0.8125,54.0,64.0,59.0,
devontaebooker/2555223,2016,61.20000000000002,3.825000000000001,26.500000000000004,1.7666666666666668,24.0,1.5,6.0,0.4,12.400000000000002,0.8266666666666668,0,0.0,0,0.0,130.1,8.13125,130.1,51.9,16,1.0,6,0.375,8.13125,8.65,1.0,24.0,28.0,36.0,46.0
mattbreida/2558918,2017,46.50000000000001,2.9062500000000004,18.000000000000004,1.3846153846153848,12.0,0.75,6.0,0.46153846153846156,8.4,0.6461538461538462,0,0.0,0,0.0,90.89999999999999,5.6812499999999995,90.89999999999999,0.0,16,1.0,0,0.0,5.6812499999999995,,1.0,43.0,50.0,61.0,
mackbrown/2553867,2017,2.9000000000000004,1.4500000000000002,1.1,1.1,0.0,0.0,0.0,0.0,0.4,0.4,0,0.0,0,0.0,4.4,0.31428571428571433,4.4,0.0,4,0.2857142857142857,0,0.0,1.1,,0.25,125.0,126.0,105.0,
mackbrown/2553867,2016,8.200000000000001,8.200000000000001,-0.2,-0.2,6.0,6.0,0.0,0.0,0.4,0.4,0,0.0,0,0.0,14.400000000000002,1.6000000000000003,14.400000000000002,0.0,9,1.0,0,0.0,1.6000000000000003,,0.5625,81.0,78.0,80.0,
malcolmbrown/2552382,2017,24.6,2.7333333333333334,5.300000000000001,0.8833333333333334,6.0,0.6666666666666666,0.0,0.0,3.6,0.6,0,0.0,0,0.0,39.5,2.46875,39.5,7.700000000000001,11,0.6875,1,0.0625,3.590909090909091,7.700000000000001,0.6875,76.0,84.0,80.0,48.0
malcolmbrown/2552382,2016,3.9000000000000004,0.48750000000000004,4.6000000000000005,1.5333333333333334,0.0,0.0,0.0,0.0,1.2000000000000002,0.4000000000000001,0,0.0,0,0.0,9.700000000000001,0.6062500000000001,9.700000000000001,0.0,16,1.0,0,0.0,0.6062500000000001,,1.0,85.0,89.0,95.0,
malcolmbrown/2552382,2015,1.7000000000000002,1.7000000000000002,-0.2,-0.2,0.0,0.0,0.0,0.0,0.4,0.4,0,0.0,0,0.0,1.9000000000000004,1.9000000000000004,1.9000000000000004,0.0,1,1.0,0,0.0,1.9000000000000004,,0.0625,82.0,58.0,61.0,
rexburkhead/2539265,2017,26.400000000000002,2.64,25.400000000000002,2.54,30.0,3.0,18.0,1.8,12.000000000000002,1.2000000000000002,0,0.0,0,0.0,111.8,6.9875,111.8,27.6,10,0.625,3,0.1875,11.18,9.200000000000001,0.625,36.0,42.0,18.0,39.0
rexburkhead/2539265,2016,34.4,4.3,14.500000000000002,1.8125000000000002,12.0,1.5,0.0,0.0,6.8,0.85,2,0.125,0,0.0,69.7,4.35625,69.7,29.2,16,1.0,1,0.0625,4.35625,29.2,1.0,52.5,56.5,60.0,1.0
rexburkhead/2539265,2015,0.4,0.13333333333333333,9.400000000000002,0.8545454545454547,0.0,0.0,6.0,0.5454545454545454,3.9999999999999996,0.3636363636363636,0,0.0,0,0.0,19.8,1.2375,19.8,0.0,16,1.0,0,0.0,1.2375,,1.0,62.0,65.0,67.0,
rexburkhead/2539265,2014,2.7,0.9,4.9,1.6333333333333335,6.0,2.0,0.0,0.0,2.8000000000000003,0.9333333333333335,0,0.0,0,0.0,16.4,1.025,16.4,0.0,9,0.5625,0,0.0,1.822222222222222,,0.5625,42.0,45.5,43.0,
